	files.file_name	datasets.title	files.data_modality	files.reference_genome	ollama_model	response_time
215	1_3_23_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	219.55
216	m84046_230724_203319_s4.fail_reads.bc2055.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.15
217	m64076_220216_013707-bc1016.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.68
218	07_20_21_R941_HG03804_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.8
219	08_10_22_R941_GM20805_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.79
220	11_15_22_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup_stereo_duplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.69
221	m64043_210421_224017_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.66
222	HG02886.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.34
223	AHNAK-BG293LV06-77B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	143.05
224	m64043_220708_205637-bc1015.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.41
225	HG01106_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.26
226	m64043_200518_053124.hifi_reads.bam	ANVIL_HPRC	genomic	unknown	llama3.2	129.7
227	HG03579_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	102.92
228	m64334e_220428_054535_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.2
229	m84046_230901_223052_s3.fail_reads.bc2037.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.35
230	m54329U_220525_111437-bc2019.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	234.98
231	HG02055.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.33
232	HG01891_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.66
233	m54329U_211209_115915-bc1002.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	236.52
234	r64457e_20220831_194757_C01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.95
235	HG02148.paternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	217.82
236	m84046_230504_195327_s1.fail_reads.bc2090.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.98
237	TPD52L2-BG293LV05-70_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	100.49
238	07_27_21_R941_HG01261_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	138.95
239	08_10_22_R941_GM20858_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	215.34
240	m64334e_220920_180418.with_5mC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	229.43
241	12_7_22_R941_HG01258_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.51
242	m64136_200930_020708.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	224.68
243	m84081_230628_194051_s3.fail_reads.bc1012.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.31
244	HG00673_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.12
245	HG01978.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	194.69
246	m64043_200628_062711.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	210.11
247	HG02717.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	204.9
248	HG01071_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	169.9
249	m64136_220708_205611-bc1016_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	209.61
250	11_15_22_R1041_Duplex_HG002_1_Dorado_v0.1.1_400bps_sup_stereo_duplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	92.9
251	PRPF40A-BG293LV06-108B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	152.37
252	m54329U_211217_080751-bc1009.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.59
253	HG006vCHM13_20200921_wm_ONT.sort.bam	ANVIL_T2T	unknown	T2T-CHM13	llama3.2	105.02
254	m64136_210510_164711_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.46
255	07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.01
256	m64043_220605_133005_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	129.15
257	02_15_22_R941_HG02514_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.39
258	HG002_1_R1041_ULNEB_Guppy_6.3.7_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.55
259	NT-BG293LV06-74B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	112.66
260	m84046_230627_204123_s2.fail_reads.bc2052.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	90.16
261	CNOT2-BG293LV06-21_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	118.53
262	m84081_230630_201015_s3.fail_reads.bc1012.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.74
263	m84046_230531_214232_s2.fail_reads.bc2011.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.79
264	HG01175.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	130.67
265	HG03486.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	178.5
266	m54306Ue_220817_100412.ccs.bam_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	220.73
267	08_10_21_R941_HG04199_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	hg19	llama3.2	142.22
268	m84046_230711_233802_s3.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.08
269	m84046_230905_231311_s2.fail_reads.bc2033.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	178.33
270	HG01106.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	130.42
271	m64136_201107_033114.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.29
272	RBM5-BGRSDLV02-54_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	hg19	llama3.2	134.2
273	07_13_21_R941_HG01255_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.4
274	m84046_230721_185439_s1.hifi_reads.bc2091.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	216.93
275	DTX3L-BGRSLV03-22_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	172.73
276	m64055e_210709_184151.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.96
277	09_27_2022_R941_GM19043_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.0
278	HG03579.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.4
279	m64043_210704_052805.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	208.6
280	m64334e_220218_191452_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	208.88
281	08_10_22_R941_GM18570_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	153.11
282	m84046_230623_203534_s4.fail_reads.bc2053.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.56
283	m64043_200601_191521.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	126.03
284	m64076_200221_234426.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.93
285	m64076_210701_234028.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.45
286	08_17_21_R941_HG02735_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	109.4
287	HG01243_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	173.8
288	r64076_20220216_012335_A01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	159.11
289	HG02080.f1_assembly_v2.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.15
290	m84081_231029_030755_s4.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	203.28
291	07_27_21_R941_HG01261_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	207.0
292	HG00673.f1_assembly_v2.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	210.17
293	NA21309.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	161.72
294	m84081_231027_202621_s3.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	151.66
295	m64055e_220815_142254.with_5mC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.92
296	03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	176.32
297	07_20_21_R941_HG03816_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.5
298	m84046_230701_003325_s1.hifi_reads.bc2058.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.59
299	08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	153.82
300	m64043_200207_235213.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.06
301	m64330e_220403_050826_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	213.16
302	HG02055.maternal.f1_assembly_v2.chm13_v1.0_plusY.Winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	148.82
303	CDC40-BG293LV06-120B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	163.28
304	08_10_21_R941_HG04187_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	107.6
305	03_01_22_R941_HG01969_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.53
306	HG00673.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	128.5
307	ZCWPW1-BGRSLV05-57_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	111.67
308	m84091_230705_174256_s2.hifi_reads.bc1002.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	166.71
309	m84046_230727_225904_s1.hifi_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.71
310	HG00733.diploid.f1_assembly_v2_genbank.hifi.winnowmap_v2.03.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	765.81
311	m84081_231222_101332_s2.hifi_reads.bc2024.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.21
312	m64136_200603_214308.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	270.53
313	m84046_230720_182350_s1.fail_reads.bc2003.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	181.77
314	m64043_210410_011131.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.75
315	m84091_240110_194735_s1.fail_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.48
316	m54306Ue_210715_000620.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.78
317	m84081_231222_141231_s4.fail_reads.bc2026.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.38
318	m64043_210522_023949.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.03
319	m84046_230513_215634_s1.hifi_reads.bc2014.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.64
320	03_14_23_R941_HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	209.0
321	m64043_210211_005516.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.52
322	HG01071.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.31
323	m84046_230722_183401_s4.hifi_reads.bc2080.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.93
324	06_28_22_R941_GM18983_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	103.2
325	HG02622.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.4
326	m64330e_220403_050826.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.68
327	m84081_231117_204232_s3.fail_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.11
328	HG01123.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.99
329	m64043_191213_191857.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	210.33
330	m84091_230905_192642_s1.hifi_reads.bc1016.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	92.88
331	m54329U_200219_181523.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.85
332	08_10_22_R941_HG03792_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh37	llama3.2	137.93
333	HG01442vCHM13_20200921_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	T2T-CHM13	llama3.2	167.74
334	03_01_22_R941_HG01081_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.04
335	m84081_230715_203436_s1.fail_reads.bc1010.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.45
336	m84046_230617_043254_s3.fail_reads.bc2044.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	193.03
337	HG02257.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	128.98
338	08_10_22_R941_HG02391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	217.56
339	m84046_230905_231311_s2.hifi_reads.bc2033.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.52
340	r64076_20220520_233747_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	182.19
341	HG03453_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.48
342	m84046_230712_231732_s2.hifi_reads.bc2048.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	152.16
343	m84091_240110_201841_s2.hifi_reads.bc1002.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	170.83
344	m84081_231122_210358_s4.fail_reads.bc2093.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.12
345	m64076_220916_183810-bc2060.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	186.3
346	ZNF593-BGRSDLV04-65_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	485.19
347	m64055e_210812_050522.hifi_reads.bam	ANVIL_HPRC	genomic	unknown	llama3.2	140.66
348	LIN28B-BGRSDLV02-41_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	174.78
349	m64334e_220321_180258_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.12
350	r54329U_20220901_220229_D01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.03
351	m64136_210726_163800.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.54
352	04_12_22_R941_HG03195_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.38
353	02_15_22_R941_HG03041_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	225.63
354	m64043_200617_075530.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.99
355	HG02055.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.12
356	PRPF4-BG293LV05-40_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	147.41
357	HG01928_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.75
358	m64076_220904_113359-bc2054.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.0
359	HG01358.paternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.96
360	TRIM32-BGRSLV05-22_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	114.7
361	08_03_21_R941_HG02984_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.72
362	m64043_210728_163353_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.81
363	NA20129_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.47
364	m84081_230630_193909_s2.hifi_reads.bc1009.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	157.08
365	HG005.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	180.22
366	09_14_22_R941_HG01530_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.48
367	m84081_231222_081401_s1.hifi_reads.bc2022.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	130.09
368	HG00735.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	188.37
369	m84046_230703_222200_s3.fail_reads.bc2048.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.33
370	02_15_22_R941_HG03041_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	237.72
371	m84046_230513_215634_s1.fail_reads.bc2001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	94.29
372	08_10_22_R941_GM19120_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	128.93
373	m54306Ue_220225_190349_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.49
374	HG01071.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.73
375	m54306Ue_220410_130603_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.9
376	m84091_231208_201822_s1.fail_reads.bc1011.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.97
377	07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	1670.65
378	m54329U_220823_191353-bc2011.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	179.43
379	m84046_230623_210640_s1.fail_reads.bc1016.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.8
380	m64043_211220_160211-bc1011.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	258.45
381	HG01928(paternal).hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.99
382	02_08_22_R941_HG01252_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	130.58
383	SMNDC1-BG293LV06-91B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	211.3
384	08_10_21_R941_HG04228_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.82
385	HG02572_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	154.05
386	r54329U_20211208_003612_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	1155.44
387	HG01106.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	177.84
388	m64330e_220917_122517.ccs.bam_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	908.82
389	m84091_230705_184508_s4.hifi_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.01
390	1_3_23_R1041_Duplex_HG002_2_duplex_splitduplex.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.81
391	09_27_2022_R941_GM19043_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.59
392	m84081_230721_182654_s2.fail_reads.bc1021.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	209.15
393	HG02717.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.08
394	m84046_230617_040148_s2.fail_reads.bc1001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	218.29
395	05_17_22_R941_HG03139_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	154.69
396	NT-BG293LV06-2merged_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	189.56
397	m54329U_220116_013607-bc1016.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	152.57
398	HG002.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.54
399	HG02055.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	199.95
400	m64043_220705_120954-bc1011.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.99
401	HG01891.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.02
402	HG02630.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	191.52
403	RNF14-BGRSDLV03-35dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	151.43
404	NT-BG293LV06-1B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	98.93
405	m64136_211105_181124-bc1001.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.49
406	HG01071.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.91
407	HG01109.diploid.f1_assembly_v2_genbank.hifi.winnowmap_v2.03.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.34
408	m64330e_220218_192631_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.89
409	m64334e_220304_185513_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.46
410	08_03_21_R941_HG04160_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	145.11
411	HG02486.hifiasm_pat.bam	ANVIL_HPRC	transcriptomic	GRCh38	llama3.2	151.88
412	08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	159.28
413	m64055e_220911_090142.ccs.bam_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.57
414	HG02630_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.89
415	m64334e_220415_144515_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	218.27
416	m84081_230721_192906_s4.hifi_reads.bc2025.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	180.94
417	HG02886(paternal).hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.18
418	PRRC2B-BG293LV06-39_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	105.36
419	NA21309.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	211.42
420	03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.61
421	m54329U_200127_180554.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	157.88
422	m84081_231119_025301_s3.fail_reads.bc2084.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.29
423	08_03_21_R941_HG04157_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	223.56
424	m64136_210423_181015_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.12
425	NDUFS6-BGRSLV04-23_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	162.66
426	m64136_220705_120453-bc1012_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	160.54
427	08_10_21_R941_HG00642_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	105.52
428	HG005vGRCh38_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	125.4
429	m64043_200312_183358.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.08
